customer_id,customer_name,loyalty_status,age,gender,join_date
326,Matthew Woods,Gold,37.0,Male,2025-02-08
327,Jeffery Jones,Gold,31.0,Female,2024-05-03
328,Chloe Weber,Basic,27.0,Female,2025-03-11
329,Amy Lewis,Silver,42.0,Male,2022-07-30
330,David James,Basic,56.0,Female,2025-04-02
331,Jennifer Holland,Basic,26.0,Female,2024-09-01
332,Dr. Joseph Robbins MD,Basic,33.0,Female,2022-08-09
333,Adam Hernandez,Basic,40.0,Male,2023-12-06
334,Justin Hamilton,Gold,24.0,Female,2022-07-05
335,Joseph Graham,Basic,41.0,Male,2024-11-28
336,Rodney Hutchinson,Basic,50.0,Female,2023-05-14
337,Chad Duncan,Silver,63.0,Male,2022-07-05
338,Joshua Martinez,Silver,31.0,Male,2022-11-23
339,Michelle Lucas,Basic,32.0,Male,2024-12-27
340,Michelle Raymond,Gold,18.0,Female,2024-05-01
341,Maria Farmer,Silver,42.0,Male,2023-12-23
342,Joshua Jensen,Basic,45.0,Female,2023-03-06
343,John Scott,Basic,43.0,Male,2025-01-27
344,Kyle Reed,,21.0,Female,2025-03-05
345,Robert Ross,Gold,30.0,Female,2022-11-18
346,Steven Schneider,Silver,22.0,Female,2023-05-08
347,Daniel Chen,Gold,62.0,Female,2023-02-02
348,Theresa Riley,Basic,21.0,Female,2022-07-23
349,Casey Delgado,Basic,65.0,Male,2023-10-26
350,Ralph Perry,Basic,20.0,Female,2024-03-18
351,Christina Ochoa,Basic,18.0,,2024-08-15
352,Timothy Wilson,Silver,45.0,Female,2022-12-06
353,Susan Erickson,Silver,25.0,Female,2022-09-22
354,Natalie Martinez,Basic,40.0,,2024-05-16
355,Kelly Davidson,Basic,58.0,Male,2025-04-03
356,Heather Bell,Basic,33.0,Male,2023-02-15
357,James Ingram,Basic,51.0,Female,2022-10-12
358,Daniel Campos,Basic,23.0,Female,2022-10-22
359,Darrell Morse,Basic,57.0,Female,2024-02-05
360,Monica Maxwell,Basic,20.0,Female,2024-02-13
361,Karina Spencer,Basic,26.0,Female,2023-04-18
362,Julie Mendoza,Basic,18.0,Male,2022-10-15
363,Crystal Crawford,,25.0,Male,2024-01-24
364,Brittany Jennings,Silver,33.0,Female,2025-02-03
365,Justin Warren,Basic,21.0,Female,2023-04-21
366,Wendy Montgomery,Platinum,21.0,Female,2023-03-01
367,Wayne Allen,Basic,61.0,Male,2024-02-26
368,Daniel Stein,Basic,25.0,Male,2024-01-03
369,Kelsey West,Basic,19.0,Male,2024-01-20
370,Elizabeth Mckay,Basic,29.0,Male,2023-08-02
371,Cheryl Parker,Gold,27.0,Male,2023-10-21
372,Kaylee Jordan,Basic,28.0,Female,2024-07-14
373,Shane Edwards,Gold,,Male,2024-07-09
374,Dustin Gilbert II,Gold,33.0,Female,2022-10-15
375,Joseph Bailey,Silver,46.0,Male,2022-10-18
376,Alexa Fields,Silver,38.0,Female,2023-06-02
377,Desiree Carroll,Silver,20.0,Male,2024-07-08
378,Stephen Adams,Basic,25.0,Male,2022-05-17
379,Jennifer Massey,Silver,19.0,Male,2024-07-23
380,Katelyn Jones,Basic,40.0,,2022-11-12
381,Thomas Bates,Basic,24.0,Female,2025-02-05
382,Suzanne Bauer,Basic,35.0,Male,2024-03-29
383,Matthew Potter,Silver,32.0,Male,2024-02-07
384,Megan Malone,Gold,33.0,Female,2025-03-10
385,Felicia Howell,Basic,42.0,Male,2023-07-09
386,Jacqueline Gonzalez,Gold,40.0,Male,2024-11-17
387,Robert Wong,Basic,45.0,Female,2023-01-22
388,Edward Pena,Basic,31.0,,2023-05-31
389,Brooke Mejia,Basic,37.0,Male,2024-02-18
390,Monica Watson,Basic,55.0,Male,2023-11-13
391,Barbara Smith,Basic,30.0,Female,2023-03-02
392,Derek Rodgers,Silver,21.0,Male,2023-06-06
393,Erica Moore,Gold,36.0,Male,2024-08-02
394,Victoria Ramirez,Basic,64.0,Female,2022-09-14
395,Kim Sanchez,Basic,18.0,Female,2024-12-27
396,John Dominguez,Gold,22.0,Male,2022-10-27
397,Edward Shaffer,,34.0,Other,2023-04-08
398,Donna Stephenson,Basic,35.0,Female,2024-05-25
399,Heather Martin MD,Basic,,Male,2023-07-09
400,Joyce Krueger,Gold,63.0,Other,2022-12-06
401,Karen Gomez,Silver,26.0,Male,2023-07-26
402,Michelle Welch,Basic,55.0,Male,2024-05-08
403,Melinda Rodriguez MD,Basic,24.0,Female,2023-10-12
404,Katrina Monroe,Gold,40.0,Male,2024-10-16
405,Shannon Davis,Basic,40.0,,2022-09-22
406,Scott Nash,Platinum,58.0,Male,2025-01-16
407,Craig Davis,Basic,32.0,Male,2024-07-29
408,Michael Roberts,Silver,49.0,Female,2023-09-03
409,Casey Foster,Basic,38.0,Female,2023-11-04
410,Valerie Tucker,Basic,50.0,Other,2024-08-07
411,Lee Hartman,Gold,35.0,Male,2024-04-03
412,Luke Salinas,Basic,33.0,Male,2023-08-29
413,Donna Horton,Silver,63.0,Male,2024-01-13
414,Patricia Mcmillan,Basic,31.0,Male,2024-06-09
415,Samantha Walsh,Basic,24.0,Male,2024-07-21
416,Jaclyn Olson,Basic,26.0,Female,2024-07-27
417,Theodore Hamilton,Silver,25.0,Female,2025-03-14
418,Keith Cunningham,Basic,21.0,Other,2023-11-22
419,Danielle Barrett,Basic,49.0,Male,2024-01-14
420,Pamela Ross,Basic,30.0,Female,2023-12-24
421,Aaron Mooney,Silver,35.0,Male,2024-04-10
422,Kristi Torres,Silver,25.0,Male,2023-05-29
423,John Garcia,,,Female,2024-08-27
424,Sherry Berger,Basic,,Female,2025-02-09
425,Jimmy Morgan,Gold,23.0,Male,2023-03-20
